1994-01-01,0.72266E+00
1994-02-01,0.11570E+01
1994-03-01,0.69334E+00
1994-04-01,-0.52455E-01
1994-05-01,-0.15272E+00
1994-06-01,-0.16819E+01
1994-07-01,-0.49223E+00
1994-08-01,0.19099E+01
1994-09-01,-0.94705E+00
1994-10-01,-0.57777E+00
1994-11-01,-0.79257E+00
1994-12-01,0.93274E+00
1995-01-01,0.14485E+01
1995-02-01,0.53290E+00
1995-03-01,-0.15439E+00
1995-04-01,0.64880E+00
1995-05-01,0.13967E+01
1995-06-01,-0.80197E+00
1995-07-01,-0.30097E+01
1995-08-01,-0.69647E+00
1995-09-01,0.11733E+01
1995-10-01,-0.57030E-01
1995-11-01,0.14288E+00
1995-12-01,0.14697E+01
1996-01-01,0.33207E+00
1996-02-01,-0.52495E+00
1996-03-01,0.54346E+00
1996-04-01,0.11500E+00
1996-05-01,0.98317E+00
1996-06-01,-0.25202E+00
1996-07-01,0.20894E-01
1996-08-01,-0.15019E+01
1996-09-01,-0.13144E+01
1996-10-01,0.96575E+00
1996-11-01,-0.16669E+01
1996-12-01,-0.23099E-01
1997-01-01,0.36892E+00
1997-02-01,-0.24424E+00
1997-03-01,0.70105E+00
1997-04-01,-0.45757E+00
1997-05-01,0.10281E+01
1997-06-01,-0.45756E+00
1997-07-01,0.77965E+00
1997-08-01,0.76835E+00
1997-09-01,0.12218E+00
1997-10-01,-0.59473E+00
1997-11-01,-0.19046E+01
1997-12-01,-0.83550E+00
1998-01-01,0.41253E+00
1998-02-01,0.38955E+00
1998-03-01,0.73592E+00
1998-04-01,0.19273E+01
1998-05-01,-0.38082E-01
1998-06-01,0.10310E+01
1998-07-01,0.14500E+01
1998-08-01,0.90409E+00
1998-09-01,-0.12241E+00
1998-10-01,0.39953E+00
1998-11-01,0.81718E+00
1998-12-01,0.14352E+01
1999-01-01,0.99911E+00
1999-02-01,0.45588E+00
1999-03-01,0.18045E+00
1999-04-01,0.94944E+00
1999-05-01,0.16390E+01
1999-06-01,-0.13249E+01
1999-07-01,0.31563E+00
1999-08-01,0.41873E-01
1999-09-01,-0.12090E-01
1999-10-01,0.16535E+01
1999-11-01,0.90061E+00
1999-12-01,0.17838E+01
2000-01-01,0.12734E+01
2000-02-01,0.61973E+00
2000-03-01,0.13306E+00
2000-04-01,0.23268E+00
2000-05-01,0.11271E+01
2000-06-01,0.11723E+00
2000-07-01,0.58592E-01
2000-08-01,-0.67355E+00
2000-09-01,-0.18529E+01
2000-10-01,0.34702E+00
2000-11-01,-0.15371E+01
2000-12-01,-0.12903E+01
2001-01-01,-0.47094E+00
2001-02-01,-0.26488E+00
2001-03-01,-0.55477E+00
2001-04-01,0.51496E+00
2001-05-01,-0.26218E+00
2001-06-01,0.38614E+00
2001-07-01,-0.92825E+00
2001-08-01,0.91032E+00
2001-09-01,0.11614E+01
2001-10-01,0.12771E+01
2001-11-01,0.99582E+00
2001-12-01,0.14736E+01
2002-01-01,0.74686E+00
2002-02-01,0.13341E+01
2002-03-01,-0.18235E+01
2002-04-01,0.16496E+00
2002-05-01,-0.27985E+01
2002-06-01,-0.11120E+01
2002-07-01,-0.59095E+00
2002-08-01,-0.99384E-01
2002-09-01,-0.86450E+00
2002-10-01,-0.25640E+01
2002-11-01,-0.92353E+00
2002-12-01,0.13085E+01
2003-01-01,-0.98788E+00
2003-02-01,-0.35690E+00
2003-03-01,-0.18770E+00
2003-04-01,0.22431E+00
2003-05-01,0.38450E+00
2003-06-01,-0.77451E+00
2003-07-01,0.72701E+00
2003-08-01,0.67797E+00
2003-09-01,-0.32308E+00
2003-10-01,-0.24886E-01
2003-11-01,-0.71165E+00
2003-12-01,-0.13229E+01
2004-01-01,0.80710E+00
2004-02-01,-0.11819E+01
2004-03-01,0.43168E+00
2004-04-01,0.15104E+00
2004-05-01,0.45958E+00
2004-06-01,0.11954E+01
2004-07-01,0.14743E+01
2004-08-01,-0.71150E-01
2004-09-01,0.25359E+00
2004-10-01,-0.42488E-01
2004-11-01,-0.24220E+00
2004-12-01,-0.97289E+00
2005-01-01,-0.12874E+00
2005-02-01,0.12435E+01
2005-03-01,0.15831E+00
2005-04-01,0.35544E+00
2005-05-01,-0.29732E+00
2005-06-01,-0.14277E+01
2005-07-01,-0.25196E+00
2005-08-01,0.22819E+00
2005-09-01,0.24074E+00
2005-10-01,0.31010E-01
2005-11-01,-0.55149E+00
2005-12-01,-0.19678E+01
2006-01-01,0.33889E+00
2006-02-01,-0.21132E+00
2006-03-01,0.50056E+00
2006-04-01,-0.16928E+00
2006-05-01,0.16954E+01
2006-06-01,0.43796E+00
2006-07-01,0.92553E+00
2006-08-01,-0.17271E+01
2006-09-01,-0.32414E+00
2006-10-01,0.87923E+00
2006-11-01,0.10128E+00
2006-12-01,0.63843E+00
2007-01-01,-0.82837E-01
2007-02-01,0.74941E-01
2007-03-01,-0.57013E+00
2007-04-01,-0.10352E+01
2007-05-01,-0.61190E+00
2007-06-01,-0.11980E+01
2007-07-01,-0.26307E+01
2007-08-01,-0.10791E+00
2007-09-01,0.30548E-01
2007-10-01,-0.43367E+00
2007-11-01,-0.98380E+00
2007-12-01,0.19293E+01
2008-01-01,0.12085E+01
2008-02-01,0.11474E+01
2008-03-01,0.58748E+00
2008-04-01,-0.87341E+00
2008-05-01,-0.48981E+00
2008-06-01,0.13484E+01
2008-07-01,0.32024E+00
2008-08-01,0.86950E-01
2008-09-01,0.13856E+01
2008-10-01,0.12149E+01
2008-11-01,0.91970E+00
2008-12-01,0.11938E+01
2009-01-01,0.96257E+00
2009-02-01,0.45583E+00
2009-03-01,0.60459E+00
2009-04-01,0.29160E-01
2009-05-01,-0.73278E+00
2009-06-01,-0.46995E+00
2009-07-01,-0.12342E+01
2009-08-01,-0.68559E+00
2009-09-01,-0.16503E-01
2009-10-01,0.84787E-01
2009-11-01,-0.19151E+01
2009-12-01,0.60683E+00
2010-01-01,-0.75689E+00
2010-02-01,-0.77522E+00
2010-03-01,0.10828E+00
2010-04-01,0.37739E+00
2010-05-01,0.10210E+01
2010-06-01,0.20707E+01
2010-07-01,0.24237E+01
2010-08-01,0.15101E+01
2010-09-01,0.40180E+00
2010-10-01,0.13349E+01
2010-11-01,0.15163E+01
2010-12-01,0.20542E+00
2011-01-01,0.52357E-01
2011-02-01,0.10738E+01
2011-03-01,-0.29622E+00
2011-04-01,-0.87001E+00
2011-05-01,0.12657E+01
2011-06-01,-0.98969E-01
2011-07-01,-0.13842E+01
2011-08-01,-0.12020E+01
2011-09-01,-0.12500E+01
2011-10-01,0.38821E+00
2011-11-01,-0.90754E+00
2011-12-01,0.25735E+01
2012-01-01,0.15833E+01
2012-02-01,-0.28309E+00
2012-03-01,0.27477E+00
2012-04-01,0.66560E+00
2012-05-01,0.15276E+00
2012-06-01,-0.19714E+00
2012-07-01,0.12593E+01
2012-08-01,0.48884E+00
2012-09-01,0.56238E+00
2012-10-01,-0.44422E+00
2012-11-01,-0.17009E+01
2012-12-01,-0.76352E+00
2013-01-01,0.71027E-01
2013-02-01,0.71556E+00
2013-03-01,0.13748E+01
2013-04-01,0.61056E+00
2013-05-01,0.35962E+00
2013-06-01,-0.27108E+00
2013-07-01,0.94533E+00
2013-08-01,-0.15609E+01
2013-09-01,-0.16583E+01
2013-10-01,-0.45760E+00
2013-11-01,0.18883E+00
2013-12-01,0.61261E-01
2014-01-01,-0.68262E+00
2014-02-01,0.32215E+00
2014-03-01,0.46703E+00
2014-04-01,0.61371E+00
2014-05-01,-0.44524E+00
2014-06-01,0.84121E+00
2014-07-01,0.24699E+00
2014-08-01,-0.58925E-01
2014-09-01,-0.11189E+01
2014-10-01,-0.39049E-01
2014-11-01,-0.51925E+00
2014-12-01,0.13222E+01
2015-01-01,0.67474E+00
2015-02-01,0.12165E+01
2015-03-01,0.77332E+00
2015-04-01,0.10286E+01
2015-05-01,0.41558E+00
2015-06-01,0.71134E+00
2015-07-01,0.16780E+01
2015-08-01,0.10618E+01
2015-09-01,0.54238E+00
2015-10-01,-0.16987E+00
2015-11-01,0.69536E+00
2015-12-01,-0.58907E-01
2016-01-01,0.13918E+01
2016-02-01,0.10933E+01
2016-03-01,0.20383E+01
2016-04-01,0.96912E-01
2016-05-01,0.12414E-01
2016-06-01,0.25655E+01
2016-07-01,0.40663E+00
2016-08-01,-0.73851E+00
2016-09-01,0.23328E+01
2016-10-01,-0.17722E+00
2016-11-01,-0.15077E+01
2016-12-01,-0.71117E+00
2017-01-01,-0.98218E+00
2017-02-01,-0.14910E-01
2017-03-01,0.15607E+00
2017-04-01,0.61920E+00
2017-05-01,0.10528E+01
2017-06-01,0.54640E+00
2017-07-01,0.72838E+00
2017-08-01,0.76407E+00
2017-09-01,0.12961E+01
2017-10-01,-0.56765E+00
2017-11-01,0.77062E+00
2017-12-01,0.98389E+00
2018-01-01,0.12752E+01
