time,msl,t2m,u10,v10,h700,tcc
1993-12-01,101383.81,291.1215,1.797359,3.7334843,3118.287,0.06761861
1994-01-01,101350.19,292.5912,1.9916091,3.2943745,3129.1514,0.061217256
1994-02-01,101361.97,291.7563,1.6752892,3.4053652,3124.6328,0.080612056
1994-03-01,101367.55,291.58456,1.4099207,2.5786986,3134.6572,0.17997803
1994-04-01,101515.78,288.85608,0.826108,2.7072778,3119.2463,0.3536844
1994-05-01,101596.516,285.66403,0.09793472,1.787816,3109.1611,0.47199884
1994-06-01,101827.33,284.2531,-0.3351469,1.8903155,3108.96,0.49046284
1994-07-01,101802.5,282.94946,-0.18760204,0.4177215,3081.4072,0.43469322
1994-08-01,101904.13,282.89636,-0.012457848,2.9984002,3103.948,0.37873667
1994-09-01,101648.57,285.7574,0.18391609,2.4786253,3112.3103,0.47739306
1994-10-01,101679.53,287.4189,0.99700546,2.6375299,3097.7852,0.3514222
1994-11-01,101616.02,290.16797,1.6604285,3.955465,3121.415,0.088493586
1994-12-01,101360.83,292.3581,2.0669732,3.2403958,3126.676,0.13077381
1995-01-01,101395.78,293.02795,1.9735641,3.9906423,3131.4219,0.10339448
1995-02-01,101495.33,292.0121,1.7686992,2.6065981,3130.6553,0.081897676
1995-03-01,101461.14,290.79712,1.3069572,3.2919488,3130.428,0.098660216
1995-04-01,101452.016,289.04947,0.79426384,2.2245002,3115.439,0.2672432
1995-05-01,101664.97,285.94098,-0.25659752,3.0608704,3135.2856,0.3390124
1995-06-01,101793.95,284.43982,-0.046424866,1.6549919,3109.3545,0.53079367
1995-07-01,101933.766,282.07642,-0.07614708,1.2923014,3070.1592,0.4462637
1995-08-01,101904.266,282.47247,0.23168182,1.4087508,3083.4258,0.29173088
1995-09-01,101858.664,284.60382,0.49811268,2.6332846,3104.7427,0.30113074
1995-10-01,101729.62,286.70624,0.9227023,3.4514596,3104.3262,0.25748095
1995-11-01,101595.0,289.27588,1.6657357,3.0639029,3117.978,0.12244976
1995-12-01,101513.25,291.6573,1.9947939,2.7048519,3139.0361,0.18231273
1996-01-01,101405.92,291.9218,1.8185887,3.268295,3117.7192,0.049269065
1996-02-01,101358.3,291.9713,1.5829401,3.4993734,3127.12,0.030332044
1996-03-01,101443.97,291.38086,1.4353952,2.8861966,3131.2468,0.09094655
1996-04-01,101602.41,287.27295,0.6307974,2.9977934,3109.782,0.18033281
1996-05-01,101756.02,285.1009,-0.059163094,2.438596,3121.7563,0.32756782
1996-06-01,101804.336,282.35233,-0.4211254,0.6111963,3093.0928,0.4663643
1996-07-01,101840.44,283.01395,-0.3500061,0.8829105,3112.8892,0.39129904
1996-08-01,101833.97,283.34296,0.3123541,0.45471835,3087.684,0.3157989
1996-09-01,101777.67,284.68475,0.32190704,3.1372895,3103.4976,0.20891765
1996-10-01,101739.94,287.19354,1.2528214,3.46177,3104.6067,0.19066349
1996-11-01,101507.8,290.10767,1.5606489,4.3976073,3116.7378,0.11370226
1996-12-01,101378.18,291.43298,1.8440642,3.1991534,3112.5886,0.05134055
1997-01-01,101435.62,292.78458,2.0170841,3.5648758,3135.9048,0.04956282
1997-02-01,101237.36,292.69485,1.7113795,3.0663288,3131.1343,0.036981374
