time,msl,t2m,u10,v10,h700,tcc
1999-03-01,101266.39,292.9787,2.2572432,1.6895621,3132.5723,0.13771974
1999-04-01,101392.46,291.53995,1.3409246,1.5696259,3145.942,0.11535792
1999-05-01,101534.016,289.46692,0.846542,1.6791002,3146.9543,0.13702828
1999-06-01,101584.93,287.81107,0.27281404,1.3297532,3138.5312,0.15990895
1999-07-01,101680.83,287.4064,0.3927617,2.0006993,3137.8613,0.11786619
1999-08-01,101616.875,288.81613,0.8070017,1.5764492,3152.2583,0.13163215
1999-09-01,101606.08,289.51797,1.3947934,1.888041,3139.5786,0.07378821
1999-10-01,101582.914,290.5425,1.9271247,1.8037368,3138.1494,0.13321342
1999-11-01,101480.875,291.30157,2.1728563,1.5488532,3131.1582,0.12563613
1999-12-01,101415.06,292.37448,2.3559608,1.0668334,3135.5242,0.16618823
2000-01-01,101325.22,293.21967,2.5921392,1.0942776,3132.0957,0.16423501
2000-02-01,101390.7,293.55524,2.344019,1.4465054,3142.4578,0.082525216
2000-03-01,101270.984,293.0312,2.0258415,1.5891858,3132.851,0.07361081
2000-04-01,101355.56,291.9195,1.4611359,1.470159,3145.008,0.11428307
2000-05-01,101503.34,289.5039,0.7894876,1.4195158,3140.7842,0.23145306
2000-06-01,101629.84,287.97144,0.20673752,1.3860068,3132.4617,0.12026575
2000-07-01,101568.64,287.62323,0.17409635,1.3612916,3133.029,0.12224185
2000-08-01,101544.64,288.81757,0.68917847,1.3846418,3138.6094,0.17024246
2000-09-01,101572.77,289.45624,1.248311,1.3484033,3133.9844,0.13868967
2000-10-01,101466.42,291.21765,1.8249576,1.5432429,3141.2502,0.16212729
2000-11-01,101396.86,291.68036,2.0943062,1.3535585,3129.972,0.12026956
2000-12-01,101322.8,293.24057,2.3883348,0.9481101,3136.6682,0.2446506
2001-01-01,101334.49,293.79416,2.5395956,1.2192178,3138.796,0.16982666
2001-02-01,101098.695,294.7898,2.4907675,1.3292984,3130.6934,0.13665634
2001-03-01,101261.95,293.97833,2.116067,1.4724338,3140.791,0.10474685
2001-04-01,101346.03,292.1388,1.4377837,1.6504427,3140.8767,0.148471
2001-05-01,101526.766,289.68414,0.65176153,1.320049,3139.3567,0.14015172
2001-06-01,101581.29,288.1067,0.30094314,1.7285304,3143.8262,0.19820166
2001-07-01,101577.96,287.85052,0.23327422,1.4201223,3143.3418,0.12732136
2001-08-01,101593.81,288.93063,0.73853695,1.645439,3148.1494,0.14781198
2001-09-01,101618.28,289.16638,1.4921842,1.7003276,3132.206,0.18760109
2001-10-01,101450.734,291.10342,1.7859476,1.3433998,3139.9292,0.16619393
2001-11-01,101444.984,291.51172,2.2779417,1.7409636,3137.6577,0.16470519
2001-12-01,101242.19,292.97766,2.3535724,0.9993597,3133.0728,0.24278226
2002-01-01,101308.305,293.95413,2.416995,1.4078406,3138.5122,0.08973628
2002-02-01,101271.0,294.3057,2.3771896,1.3825192,3139.079,0.12905426
2002-03-01,101207.766,294.15332,2.017881,1.5917635,3140.184,0.11536077
2002-04-01,101343.24,291.3993,1.4035504,1.5012425,3131.7942,0.13199839
2002-05-01,101355.66,290.71616,0.65839434,1.2496946,3132.7551,0.19126529
2002-06-01,101542.87,288.1277,0.26803708,1.6283052,3139.235,0.20560443
2002-07-01,101668.625,287.89667,0.2038188,1.2436296,3134.135,0.1525796
2002-08-01,101501.92,289.11688,0.64088154,1.3164098,3140.2275,0.13284624
2002-09-01,101528.5,290.20282,1.259987,1.4351333,3140.539,0.1603076
2002-10-01,101388.836,291.3863,1.9905483,1.6710639,3134.0273,0.2701616
2002-11-01,101402.59,291.96735,2.267858,1.4778922,3135.4304,0.21980816
2002-12-01,101373.61,293.21762,2.4257522,1.4324044,3137.3945,0.11805884
2003-01-01,101294.53,293.74048,2.4748461,1.2368064,3142.0469,0.16410244
2003-02-01,101229.51,294.16736,2.5141206,1.5268674,3137.6033,0.13869157
2003-03-01,101257.22,293.47723,2.149238,1.6710639,3139.7542,0.15045759
2003-04-01,101386.766,291.8936,1.3292475,1.650746,3146.2283,0.15232497
2003-05-01,101436.336,290.48654,0.67139864,1.5829692,3148.3936,0.27205187
2003-06-01,101518.07,288.7281,0.5204034,1.3514358,3148.4736,0.12911814
2003-07-01,101607.3,288.20996,0.4368117,1.7540032,3140.4917,0.15171555
2003-08-01,101622.63,288.9074,0.6369002,1.7251947,3147.3594,0.093758106
2003-09-01,101595.78,289.76498,1.2427378,1.5582541,3144.3408,0.1403873
2003-10-01,101467.95,290.98328,1.9817907,1.3523455,3141.9922,0.16200522
2003-11-01,101337.83,292.21796,2.2498133,1.2578826,3133.4187,0.13725433
2003-12-01,101343.0,292.9599,2.43106,1.6275474,3131.1128,0.2203308
2004-01-01,101339.58,293.61945,2.603284,1.6166302,3140.083,0.30795744
2004-02-01,101310.766,293.62436,2.3838248,1.5932798,3141.5112,0.18558112
2004-03-01,101175.56,293.56143,1.8690081,1.5523407,3137.9277,0.18758678
2004-04-01,101396.305,291.6975,1.2857275,1.4877478,3138.7854,0.14317691
2004-05-01,101488.2,288.99365,0.49200845,1.3067063,3131.6853,0.13570452
2004-06-01,101526.95,288.1375,0.14649773,1.4954809,3140.8096,0.113109045
2004-07-01,101580.766,287.85193,0.44424176,0.90792894,3130.9226,0.1707117
2004-08-01,101586.02,288.6252,0.8223932,1.0451508,3135.8438,0.19107358
2004-09-01,101515.97,290.09204,1.4741395,1.3857036,3141.5269,0.16866025
2004-10-01,101521.625,290.9281,1.9621534,1.6932015,3134.4336,0.19908863
2004-11-01,101396.53,291.99414,2.1808167,1.2540919,3130.1987,0.15681508
2004-12-01,101312.08,292.93683,2.48493,1.2436297,3133.1719,0.17808394
